2025-04-07 21:38:36,834 INFO    MainThread:55056 [wandb_setup.py:_flush():67] Current SDK version is 0.19.9
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_setup.py:_flush():67] Configure stats pid to 55056
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_setup.py:_flush():67] Loading settings from /root/.config/wandb/settings
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_setup.py:_flush():67] Loading settings from /root/workspace/college-math/mxm/RL4DA_MXM/enkf_L63/wandb/settings
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_init.py:setup_run_log_directory():662] Logging user logs to /root/workspace/college-math/mxm/RL4DA_MXM/enkf_L63/wandb/run-20250407_213836-94tmivlf/logs/debug.log
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_init.py:setup_run_log_directory():663] Logging internal logs to /root/workspace/college-math/mxm/RL4DA_MXM/enkf_L63/wandb/run-20250407_213836-94tmivlf/logs/debug-internal.log
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_init.py:init():781] calling init triggers
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_init.py:init():786] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.02, 'architecture': 'CNN', 'dataset': 'CIFAR-100', 'epochs': 10, '_wandb': {}}
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_init.py:init():809] starting backend
2025-04-07 21:38:36,835 INFO    MainThread:55056 [wandb_init.py:init():813] sending inform_init request
2025-04-07 21:38:36,838 INFO    MainThread:55056 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-04-07 21:38:36,838 INFO    MainThread:55056 [wandb_init.py:init():823] backend started and connected
2025-04-07 21:38:36,839 INFO    MainThread:55056 [wandb_init.py:init():915] updated telemetry
2025-04-07 21:38:36,847 INFO    MainThread:55056 [wandb_init.py:init():939] communicating run to backend with 90.0 second timeout
2025-04-07 21:38:44,862 INFO    MainThread:55056 [wandb_init.py:init():1014] starting run threads in backend
2025-04-07 21:38:45,188 INFO    MainThread:55056 [wandb_run.py:_console_start():2454] atexit reg
2025-04-07 21:38:45,188 INFO    MainThread:55056 [wandb_run.py:_redirect():2306] redirect: wrap_raw
2025-04-07 21:38:45,188 INFO    MainThread:55056 [wandb_run.py:_redirect():2371] Wrapping output streams.
2025-04-07 21:38:45,189 INFO    MainThread:55056 [wandb_run.py:_redirect():2394] Redirects installed.
2025-04-07 21:38:45,192 INFO    MainThread:55056 [wandb_init.py:init():1056] run started, returning control to user process
2025-04-07 21:38:45,193 INFO    MainThread:55056 [wandb_run.py:_finish():2189] finishing run kkuroma/rl4da-mxm/94tmivlf
2025-04-07 21:38:45,193 INFO    MainThread:55056 [wandb_run.py:_atexit_cleanup():2419] got exitcode: 0
2025-04-07 21:38:45,193 INFO    MainThread:55056 [wandb_run.py:_restore():2401] restore
2025-04-07 21:38:45,193 INFO    MainThread:55056 [wandb_run.py:_restore():2407] restore done
2025-04-07 21:39:51,308 INFO    MainThread:55056 [wandb_run.py:_footer_history_summary_info():4064] rendering history
2025-04-07 21:39:51,308 INFO    MainThread:55056 [wandb_run.py:_footer_history_summary_info():4096] rendering summary
2025-04-07 21:39:51,308 INFO    MainThread:55056 [wandb_run.py:_footer_sync_info():4025] logging synced files
